id,title,description,price,size,age,floors,bedroom,city,location,district,house_type,pattern,tags,environment,url,image,CP_value
89,可租補大坪數獨洗曬大面採光,,12999,15.0,0.0,2,0,台中市,台中市北區育德路,,電梯大廈,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=05ebe329392241d,7f804843e755b8b3646f94c175669260.jpeg,0.8071339479805368
90,可租補陽台獨洗衛浴開窗⭐全新完工,,14499,16.0,0.0,6,0,台中市,台中市西區三民路一段,,電梯大廈,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=05ced329390563f,a85486c8dc3670f97b784b331296b706.jpeg,0.0
91,可租補⛽可貓狗代收包裹飲水機,,12499,14.0,0.0,10,0,台中市,台中市南區公理街,,電梯大廈,開放式格局,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0616bc293909143,ca6582ab11a5f06c953a79394ba34a07.jpeg,0.06490116063542285
92,✨全新完工✨可雙租補✨乾溼衛浴✨流理台✨,,12999,15.0,0.0,8,1,台中市,台中市北區山西路二段,,電梯大廈,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=02c72d293894261,fddc0bc9463eaf8acc2fb3b067813d65.jpeg,1.1976826324872483
93,✨全新完工✨可雙租補✨流理台✨乾溼衛浴,,13999,15.0,0.0,8,1,台中市,台中市北區山西路一段,,電梯大廈,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0ee999293894332,7ac392288cc0aa1e5de9421820e694f5.jpeg,1.8903774390664294
94,✨逢甲秒殺✨台水電✨可租補✨共洗曬✨,,7999,10.0,0.0,8,1,台中市,台中市西屯區河南路二段,,電梯大廈,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0ac442293894395,58f26ad9a6718c0549797ff6dd17f01b.jpeg,1.3037405148587387
95,可租補⛽陽台獨洗衛浴開窗可租車位,,8799,10.0,0.0,6,0,台中市,台中市龍井區遊園北路,,電梯大廈,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=05304f293904802,87bde890a5cb790fe5e616b6e5d8ba6f.jpeg,0.19379402229764128
96,可貓可狗可租補⛽第四台,,8999,11.0,0.0,5,0,台中市,台中市西屯區文心路三段,,電梯大廈,開放式格局,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0568be293904713,bdee0ac7c9369061f9b947b92b0449a0.jpeg,1.0952300033557754
97,獨立筒床墊捷運站旁獨洗曬乾濕分離,,13999,16.0,0.0,3,0,台中市,台中市南屯區向心路,,透天厝,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=05723a29390516e,672f7e4038c9faadfd921e2f95f561a6.jpeg,1.123517193173017
98,可租補報稅⛽整棟新蓋衛浴開窗台電包水,,15999,18.0,0.0,2,0,台中市,台中市西屯區順平路,,電梯大廈,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=001f54293905396,0ba7f17c2747fd78ed9c9d3ed892fdbc.jpeg,0.6640022062681892
99,可租補大坪數獨洗曬️流理台,,14999,16.0,0.0,1,0,台中市,台中市北區中清路一段,,透天厝,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=05d1c6293905472,9665f737fa4055256d10539a1b55d10e.jpeg,0.8557515387438787
100,樓中樓可貓包水費第四台陽台獨洗,,13999,16.0,0.0,2,0,台中市,台中市北區自強街,,電梯大廈,開放式格局,,有對外窗;樓中樓;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0cfb6b293906187,29de367cf6bf34258eafd6f75370b48a.jpeg,0.6157830403433386
101,可租補大坪數獨洗️近五權車站,,13499,15.5,0.0,6,0,台中市,台中市南區和昌街,,電梯大廈,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0eae5e29390787e,0c14844f1f82dc5da3929981cdc62922.jpeg,0.5847374538237462
102,B7C42）捷運六張犁4分【電梯辦公】採光優★方正,,38000,33.0,20.0,2,0,台北市,台北市大安區和平東路三段,,電梯大廈,開放式格局,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b90c429391980f,f3605dac1b7ab896b4437bbd8009d9bf.jpeg,1.42655976425313
103,【麗陽花園】一樓三房捷運區便利性高,,26000,42.35,24.5,1,3,新北市,新北市淡水區鄧公路/麗陽花園,,電梯大廈,3房1廳3衛 - 1陽台1廚房,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=085a48293919712,0370da2d1d7ea34b9e38037290c14e8b.jpeg,0.568783338361603
104,P0B43）泉源公園【大空間】可補助★獨洗★有警衛,,17000,12.0,20.0,6,1,台北市,台北市北投區泉源路,,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=097ef429391776c,e4b796d5c6e15c680e15c3d5f0b6065b.jpeg,0.23199460840952257
105,光華商圈近竹科台大醫院巨城百貨(含大樓管理費),,13500,16.0,0.0,8,1,新竹市,新竹市北區光華南街/格瑞絲,,電梯大廈,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=003548293917677,d2113be2879510a12dcf9a2c9642654f.jpeg,0.848774275352762
106,【丰悅夏宮】精巧雅致一房一廳。氛圍非常棒,,20000,10.0,10.8,17,1,新北市,新北市淡水區新春街/丰悅夏宮,,電梯大廈,1房1廳1衛,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=00d7c3293917644,5aea387c637ea102579849b7cae6eb90.jpeg,0.5016382203516134
107,D3C68）近民生社區【秒殺3房2衛】可補助★入籍,,36000,33.0,20.0,2,3,台北市,台北市松山區新東街,,公寓,3房2廳2衛 - 2陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=012fd729391735d,c4887c4fccd1846933651443ef96d9b9.jpeg,0.6694285673122492
108,【元寶地】電梯三房兩位前後陽台大空間,,22500,32.79,30.8,5,3,新北市,新北市淡水區新春街/新春街85巷華廈,,華廈,3房2廳2衛 - 2陽台1廚房,,有對外窗;為邊間;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=07163429391722e,098f9b30a34a2f621d0765028a9dfc0a.jpeg,0.4952119273287128
109,全新整修，高科大楠梓校區都會公園，四面採光,,16000,30.0,0.0,5,3,高雄市,高雄市楠梓區加仁路,,公寓,3房2廳2衛 - 1陽台1廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=05a9d4293917124,753c327083d35b1b6508797bf3ea1f35.jpeg,0.3823872363881404
110,B9B23）捷運六張犁4分【黃金店面】餐飲★有人潮,,130000,33.0,20.0,1,0,台北市,台北市大安區和平東路三段,,電梯大廈,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=045fe9293915587,0f782f48a2956ffa87fd99c01f691ed7.jpeg,1.2634979152340453
111,【耘萃】可租補.含車含管.全配家具大三房平車,,28000,41.33,4.3,14,3,新北市,新北市淡水區濱海路二段/頤昌耘萃,,電梯大廈,3房2廳1衛 - 1陽台1廚房,,有對外窗;為邊間;有中庭;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0f5c7e293914771,96c9d8e0c57450816ca7139e516fe9c8.jpeg,0.18159960866159053
112,【清淞】精緻裝潢景觀兩房,,27000,35.47,16.3,9,2,新北市,新北市淡水區淡金路/清淞,,電梯大廈,2房2廳1衛 - 1陽台1廚房,,有對外窗;為邊間;有中庭;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0bac9129391461f,4a2e56f966ae66069412b5bb651c078e.jpeg,0.1751925613869639
113,超級俗✅租屋補助✅可寵物✅流理台✅獨洗✅汽車位可租,,6799,11.0,0.0,5,1,台中市,台中市南區學府路,,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0baf1e293882532,755b0bf76a577f330d125f832b8cf8fa.jpeg,0.0
114,全新完工✨雙租屋補助✨子母車✨陽台獨洗曬✨,,22999,33.0,0.0,2,2,台中市,台中市北區中清路一段,,透天厝,2房1廳1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=05d5f2293911178,43a15775a3e02cd0ab60ae0e29822d9e.jpeg,0.8161479228433219
115,逢甲科大首選❗❗台水台電❗❗租補可談✨超大空間✨,,9999,15.0,0.0,2,1,台中市,台中市西屯區文華路,,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=026d5329391134e,c49a27413f1c7191821753f87e0997b5.jpeg,1.8948876079137418
116,雙租屋補助✅可寵✅小家庭✅子母車✅汽車位可租✅,,13000,21.0,0.0,4,1,台中市,台中市北區榮華街,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0d04f429391124b,c275050e0cad47bf950087d1e629fda3.jpeg,2.3172350834946323
117,租屋補助✅樓中樓✅乾溼分離✅陽台獨洗曬✅公設健身房,,15999,22.0,0.0,4,1,台中市,台中市東區長福東街,,電梯大廈,1房1廳1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0f06aa293911287,7d27b10ec83e30c9d0fac06b8641fd6d.jpeg,0.28255413032688903
118,雙租屋補助嶺東科大首選全新電梯獨洗曬,,12499,18.0,0.0,6,1,台中市,台中市南屯區文山一街,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b6e8c29391133b,7c3a7b2cc7c29b17d777659e0a180aab.jpeg,0.2218263550076393
119,營登我談✨臨路18米✨角間店面✨車水馬龍✨八方來財,,26999,40.0,0.0,1,0,台中市,台中市西區忠明南路,,透天厝,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b44b629388245e,ab35484313af79b88b62621d91e3a2e1.jpeg,0.6563077312259018
120,美術館旁✨流理台✨精裝文青小豪宅✨格局方正採光戶✨,,6199,10.0,0.0,5,1,台中市,台中市西區樂群街,,透天厝,1房1衛 - 1室,,,https://www.rakuya.com.tw/rent/rent_item?ehid=028a7b29388251f,8544841c5bcc7bb79fcdb62a726d159d.jpeg,1.0700553435147904
121,向上市場旁✅一房一廳✅陽台獨洗曬✅子母車✅,,10499,16.0,0.0,3,1,台中市,台中市西區向上北路,,透天厝,1房1廳1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0f4a7b293884506,e66485621b460deb75ed3cc06ee30020.jpeg,1.6201342624954913
122,大慶夜市旁❄️小家庭&學生合租首選❄️台水電計,,21999,38.0,0.0,7,3,台中市,台中市南區復興路二段,,電梯大廈,3房2廳2衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0518c2293884606,0d10a9331595887e71785104f56569fe.jpeg,0.5046116369643826
123,嶺東科大學生首選✨陽台獨洗曬✨衛浴開窗✨子母車✨,,8999,16.0,0.0,6,1,台中市,台中市南屯區文山二街,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=03db4d29391101f,318cba78fb4eb92fb3598818d959d0dc.jpeg,0.22649517532633223
124,租屋補助✨可貓✨聯網電視✨變頻空調✨陽台獨洗,,11999,20.0,0.0,5,1,台中市,台中市北屯區軍榮一街,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0cd7de293911226,88a70a67e51eeb67a18767c252bc8526.jpeg,0.5508578588835353
125,可租補✨科博館旁✨全新整理✨管理員✨獨洗曬電梯大套,,6999,12.0,0.0,7,1,台中市,台中市北區篤行路,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=067355293911480,574e2519ecd2dc5f5f5bd68c415b04f1.jpeg,1.151746270990343
126,可小議✅中國醫走路就到✅專屬機車位✅下樓即公園✅,,5499,10.0,0.0,7,1,台中市,台中市北區學士路,,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b301b293882523,cf5567dc80a011e83a8a9b6ae642a6a9.jpeg,0.14431934192088994
127,全新未住✨租屋補助✨報稅✨流理台✨陽台獨洗曬✨,,9999,16.0,0.0,5,1,台中市,台中市北區原子街,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0a74f5293882574,c23ed1678fd11bb3a5fc9ac87b0f60f3.jpeg,0.8271492601176459
128,全新完工✨台積電工程師首選✨子母車✨陽台獨洗曬✨,,9499,15.0,0.0,4,1,台中市,台中市大雅區中科路,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=08066529388474e,982e41cfd8c4b1d5c4ef29307878d4a9.jpeg,0.0890184400694166
129,東海商圈✨租屋補助✨陽台獨洗曬✨乾溼分離✨子母車,,13999,21.0,0.0,7,1,台中市,台中市西屯區福中三街,,電梯大廈,1房1廳1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0587ca29391112a,fc721b207dddeeea16dc3a7b8a092b54.jpeg,0.71618244909497
130,租屋補助✨系統櫃✨乾溼分離✨陽台獨洗曬✨大落地窗,,11499,16.0,0.0,3,1,台中市,台中市烏日區信義街,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=067642293911135,ffe11868c83510957a45c1ace1f64f93.jpeg,0.19072123681083236
131,兩房含平車稀有釋出✨前後陽台✨子母車✨管理員代收✨,,22499,40.0,0.0,4,2,台中市,台中市北屯區遼寧路一段,,電梯大廈,2房2廳1衛 - 2陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0f01aa293911305,e8ac5756b0cfe235b19f251d2bcad160.jpeg,1.4303168284012884
132,西屯家樂福旁✨獨洗曬大陽台✨乾溼分離✨子母車✨,,10499,16.0,0.0,7,1,台中市,台中市西屯區福安七街,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b6aa7293882505,d4a7396a810c736a18d1915a38141086.jpeg,0.6089095214748155
133,超俗✨租屋補助✨可寵✨台水電計✨陽台獨洗曬✨子母車,,5999,12.0,0.0,1,1,台中市,台中市龍井區遠東街,,透天厝,1房 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0354b2293884929,f54930709342cb8c9a7b02eee18ecd16.jpeg,0.20832605609279722
134,雙租屋補助✨可貓✨台水電計費✨流理臺陽台獨洗曬✨,,9499,15.0,0.0,12,1,台中市,台中市西屯區至善路,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=07a16e293911202,b1b715a849a5fac99d73e93ac2b8471e.jpeg,1.1902465582315254
135,【宏盛水悅】兩房面中庭高樓層頂級公設,,23000,27.05,5.9,11,2,新北市,新北市淡水區新市三路一段/宏盛水悅,,電梯大廈,2房2廳2衛 - 1陽台1廚房,,有對外窗;有中庭;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=064b46293913121,5ebc74755c0c02efaf70a91e60c0d55a.jpeg,0.0986249482650492
136,【合康嘉年華】可租補。含車含管。大四房平車八樓,,36000,51.64,9.4,8,4,新北市,新北市淡水區新市一路一段/合康嘉年華/慕夏,,電梯大廈,4房2廳2衛 - 2陽台1廚房,,有對外窗;有中庭;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0d9005293913005,8a73c33e28d8c3611ea4f6ade06f4336.jpeg,0.20617709740673656
137,鄰火車站電梯獨立套房，可開伙,,8500,6.5,30.2,9,1,屏東縣,屏東縣屏東市自由路/彩虹新天地,,電梯大廈,1房1廳1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=01dfa429389753d,92eaf8e5241f87448b5394f2b70fcef4.jpeg,0.4500034465226592
138,台糖家樂福旁輕屋齡四樓金店住,,30000,70.0,20.4,4,4,屏東縣,屏東縣屏東市廣東南路,,透天厝,4房2廳4衛 - 2陽台,,陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=09d77429389489a,b38b807247452a6204d7feaa8d4c7cd8.jpeg,0.4493596350838725
139,東區平價小資套房 附機車位 可租補 陽台獨洗,,6800,8.0,0.0,1,1,台中市,台中市東區自強街,,透天厝,1房1廳1衛 - 1陽台,,陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0d6111293910979,9aa3784deec314b6334adf6846247633.jpeg,0.619559313127937
140,整棟新蓋 精緻裝潢 陽台獨洗 可租補 室內機車位,,11999,15.0,0.0,3,1,台中市,台中市北區自強街,,電梯大廈,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0c7a0329391090b,424e31d2ac0126e799c0ff789d3ecc7e.jpeg,0.6267711327226091
141,台水電 木質地板 獨洗 可雙租補,,9999,13.0,0.0,9,1,台中市,台中市南區復興路三段,,電梯大廈,1房1廳1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=039f79293909585,805a13b6c1ea9bb5ffb5977b16a238a5.jpeg,0.5557409091415434
142,近沙鹿車站0年新屋 家具全配雙租補 寵可談,,18999,22.0,0.0,3,2,台中市,台中市梧棲區青年路,,電梯大廈,2房2廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=00216329390703d,f2914883d60251505d078b2c58661034.jpeg,0.18017432711329567
143,石牌雅房分租,,4800,34.0,0.0,4,0,台北市,台北市北投區承德路七段,,公寓,開放式格局,,,https://www.rakuya.com.tw/rent/rent_item?ehid=05aace293906174,aed63c278908e6ce22b838ba50ef1fde.jpeg,0.38825011551521926
144,近太原車站極新裝潢 乾濕分離陽台獨洗,,11499,14.5,0.0,1,1,台中市,台中市北屯區南京東路三段,,電梯大廈,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0cccf7293905416,3bee0c5ac63cc5c69fc24dd7415cb71d.jpeg,0.8959007841985767
145,夢幻誠✨含平面車位/機車位✨✨,,30000,30.0,0.0,5,2,台中市,台中市烏日區高鐵路二段/夢幻誠,,電梯大廈,2房2廳2衛 - 1陽台1廚房,,有對外窗;有中庭;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0c5721293885657,7948e3f67c788172a904ec6cc59cd1e1.jpeg,0.16092527048991911
146,勇建薪傳✨黃金地段近新光遠百✨現況出租✨乖狗可談,,32000,33.0,0.0,12,3,台中市,台中市西屯區惠來路三段/勇建薪傳,,電梯大廈,3房2廳2衛 - 1陽台1廚房,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0fc256293885884,cae1b1e06e634617f343576b2915a138.jpeg,1.4035397717891738
147,總太心之所向✨可寵✨台水電✨含平車可雙租補,,24000,25.0,0.0,10,2,台中市,台中市北屯區環太東路/總太心之所向,,電梯大廈,2房2廳1衛 - 1陽台,,陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=05946229388597b,8e13add73c3ef208555af08b93870d5c.jpeg,0.3494521237547451
148,豐邑菁科城✨含平車機車✨可貓✨,,29000,30.0,0.0,14,3,台中市,台中市南屯區春安路/豐邑菁科城,,電梯大廈,3房2廳2衛 - 1陽台1廚房,,陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=099e7d29388735f,13787dbbf089d1219471f4bcbffc75e1.jpeg,0.13414692939804224
149,全東區最秒殺物件！稀有可寵✨子母車✨,,21000,22.0,0.0,2,2,台中市,台中市東區振興路,,透天厝,2房1廳1衛 - 1陽台,,陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0949fe293887431,ad9f265a86a9cda936ec29f64ddc4dde.jpeg,1.5526172107413558
150,梧棲 寵物可談 可租補 電梯2房住家,,20000,15.0,0.0,3,2,台中市,台中市梧棲區青年路,,電梯大廈,2房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=01735429390470c,bc3d14f2a65257318873774ad1076886.jpeg,0.17915650726843335
151,幸福就是你❤️可租補❤️有電梯❤️陽台獨洗,,13999,17.0,0.0,6,0,台中市,台中市西屯區青海路二段,,公寓,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=02225e293903096,b6e013986aff8cc2f0c6850118f20a31.jpeg,1.123517193173017
152,一樓40坪開放空間水碓商圈黃金店面整棟出租,,97000,40.0,49.0,3,0,新北市,新北市淡水區中山北路一段,,透天厝,,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0b035929390153d,cc1e00728986f23cec49a0226666caf3.jpeg,0.5046500751598355
153,幸福就是你❤️可租補❤️有電梯❤️陽台獨洗,,13499,16.5,0.0,6,0,台中市,台中市南區和昌街,,透天厝,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0aa2aa293894920,38f6e23bc74c69941a2185a17af60e34.jpeg,0.5847374538237462
154,幸福就是你❤️可租補❤️有電梯❤️共洗共曬,,7499,10.5,0.0,9,0,台中市,台中市西屯區河南路二段,,華廈,開放式格局,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0fe8bd293897394,c5d81a436bc06dab33bbf428d27b16be.jpeg,1.3139486822654924
155,幸福就是你❤️可租補❤️衛浴開窗❤️陽台獨洗,,8999,12.0,0.0,3,0,台中市,台中市西屯區福上巷,,公寓,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0eea2c293897848,cdb3e66e36288ce2ba335118cf91d632.jpeg,1.6851241044279117
156,幸福就是你❤️可租補❤️有電梯❤️陽台獨洗,,11499,14.5,0.0,2,0,台中市,台中市南區和昌街,,透天厝,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0bff2529389494e,75ca3d622a90d6786843ce014e226864.jpeg,0.5956370934245996
157,幸福就是你❤️可租補❤️有電梯❤️陽台獨洗,,13499,16.5,0.0,1,0,台中市,台中市南區和昌街,,透天厝,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=097bf9293894968,e6625cc427ef392bafd677d651336643.jpeg,0.5847374538237462
